date,site,plot,transect,segment,plant,total_flowers,notes
7/24/19,Bellview Bench,Control,C2,5,Collomia linearis,1,
7/24/19,Bellview Bench,Control,C2,5,Lathyrus leucanthus,1,
7/24/19,Bellview Bench,Control,C2,4,Aquilegia coerulea,3,
7/24/19,Bellview Bench,Control,C2,4,Ligusticum porteri,1,
7/24/19,Bellview Bench,Control,C2,4,Potentilla pulcherrima,1,
7/24/19,Bellview Bench,Control,C2,4,Androsace septentrionalis,6,
7/24/19,Bellview Bench,Control,C2,4,Collomia linearis,1,
7/24/19,Bellview Bench,Control,C2,4,Thalictrum fendleri,3,
7/24/19,Bellview Bench,Control,C2,3,Aquilegia coerulea,1,
7/24/19,Bellview Bench,Control,C2,3,Thalictrum fendleri,7,
7/24/19,Bellview Bench,Control,C2,3,Lathyrus leucanthus,16,
7/24/19,Bellview Bench,Control,C2,3,Androsace septentrionalis,4,
7/24/19,Bellview Bench,Control,C2,2,Thalictrum fendleri,7,
7/24/19,Bellview Bench,Control,C2,2,Ligusticum porteri,1,
7/24/19,Bellview Bench,Control,C2,2,Lathyrus leucanthus,18,
7/24/19,Bellview Bench,Control,C2,2,Androsace septentrionalis,2,
7/24/19,Bellview Bench,Control,C2,1,Potentilla pulcherrima,1,
7/24/19,Bellview Bench,Control,C2,1,Ligusticum porteri,4,
7/24/19,Bellview Bench,Control,C2,1,Aquilegia coerulea,1,
7/24/19,Bellview Bench,Control,C2,1,Thalictrum fendleri,4,
7/24/19,Bellview Bench,Control,C3,1,Aquilegia coerulea,6,
7/24/19,Bellview Bench,Control,C3,1,Potentilla pulcherrima,2,
7/24/19,Bellview Bench,Control,C3,1,Ligusticum porteri,1,
7/24/19,Bellview Bench,Control,C3,1,Lathyrus leucanthus,16,
7/24/19,Bellview Bench,Control,C3,1,Thalictrum fendleri,7,
7/24/19,Bellview Bench,Control,C3,1,Collomia linearis,1,
7/24/19,Bellview Bench,Control,C3,2,Lathyrus leucanthus,27,
7/24/19,Bellview Bench,Control,C3,2,Ranunculus inamoenus,1,
7/24/19,Bellview Bench,Control,C3,2,Thalictrum fendleri,4,
7/24/19,Bellview Bench,Control,C3,3,Aquilegia coerulea,10,
7/24/19,Bellview Bench,Control,C3,3,Thalictrum fendleri,4,
7/24/19,Bellview Bench,Control,C3,3,Potentilla pulcherrima,1,
7/24/19,Bellview Bench,Control,C3,3,Lathyrus leucanthus,7,
7/24/19,Bellview Bench,Control,C3,3,Androsace septentrionalis,1,
7/24/19,Bellview Bench,Control,C3,4,Thalictrum fendleri,5,
7/24/19,Bellview Bench,Control,C3,4,Aquilegia coerulea,4,
7/24/19,Bellview Bench,Control,C3,4,Vicia americana,1,
7/24/19,Bellview Bench,Control,C3,4,Collomia linearis,1,
7/24/19,Bellview Bench,Control,C3,5,Ligusticum porteri,2,
7/24/19,Bellview Bench,Control,C3,5,Androsace septentrionalis,24,
7/24/19,Bellview Bench,Control,C3,5,Thalictrum fendleri,22,
7/24/19,Bellview Bench,Control,C3,5,Lathyrus leucanthus,3,
7/25/19,Wash 3C,Kaysee,K1,1,Potentilla pulcherrima,12,
7/25/19,Wash 3C,Kaysee,K1,1,Lathyrus leucanthus,8,
7/25/19,Wash 3C,Kaysee,K1,2,Potentilla pulcherrima,28,
7/25/19,Wash 3C,Kaysee,K1,2,Linum lewisii,9,
7/25/19,Wash 3C,Kaysee,K1,2,Lathyrus leucanthus,1,
7/25/19,Wash 3C,Kaysee,K1,2,Helianthella quinquenervis,2,
7/25/19,Wash 3C,Kaysee,K1,2,Vicia americana,1,
7/25/19,Wash 3C,Kaysee,K1,3,Helianthella quinquenervis,1,
7/25/19,Wash 3C,Kaysee,K1,3,Potentilla pulcherrima,20,
7/25/19,Wash 3C,Kaysee,K1,3,Lathyrus leucanthus,2,
7/25/19,Wash 3C,Kaysee,K1,3,Vicia americana,1,
7/25/19,Wash 3C,Kaysee,K1,3,Achillea millefolium,1,
7/25/19,Wash 3C,Kaysee,K1,4,Lathyrus leucanthus,1,
7/25/19,Wash 3C,Kaysee,K1,4,Ligusticum porteri,20,
7/25/19,Wash 3C,Kaysee,K1,4,Linum lewisii,15,
7/25/19,Wash 3C,Kaysee,K1,4,Helianthella quinquenervis,1,
7/25/19,Wash 3C,Kaysee,K1,4,Potentilla pulcherrima,1,
7/25/19,Wash 3C,Kaysee,K1,5,Linum lewisii,1,
7/25/19,Wash 3C,Kaysee,K1,5,Helianthella quinquenervis,2,
7/25/19,Wash 3C,Kaysee,K1,5,Potentilla pulcherrima,8,
7/25/19,Wash 3C,Kaysee,K1,5,Lathyrus leucanthus,1,
7/25/19,Wash 3C,Kaysee,K2,5,Linum lewisii,23,
7/25/19,Wash 3C,Kaysee,K2,5,Helianthella quinquenervis,2,
7/25/19,Wash 3C,Kaysee,K2,5,Potentilla pulcherrima,3,
7/25/19,Wash 3C,Kaysee,K2,4,Linum lewisii,3,
7/25/19,Wash 3C,Kaysee,K2,4,Helianthella quinquenervis,3,
7/25/19,Wash 3C,Kaysee,K2,4,Lathyrus leucanthus,3,
7/25/19,Wash 3C,Kaysee,K2,4,Potentilla pulcherrima,2,
7/25/19,Wash 3C,Kaysee,K2,3,Potentilla pulcherrima,15,
7/25/19,Wash 3C,Kaysee,K2,3,Linum lewisii,10,
7/25/19,Wash 3C,Kaysee,K2,3,Lathyrus leucanthus,1,
7/25/19,Wash 3C,Kaysee,K2,2,Potentilla pulcherrima,22,
7/25/19,Wash 3C,Kaysee,K2,2,Ligusticum porteri,1,
7/25/19,Wash 3C,Kaysee,K2,2,Linum lewisii,3,
7/25/19,Wash 3C,Kaysee,K2,2,Helianthella quinquenervis,1,
7/25/19,Wash 3C,Kaysee,K2,1,Linum lewisii,24,
7/25/19,Wash 3C,Kaysee,K2,1,Helianthella quinquenervis,6,
7/25/19,Wash 3C,Kaysee,K2,1,Potentilla pulcherrima,15,
7/25/19,Wash 3C,Kaysee,K2,1,Collomia linearis,13,
7/25/19,Wash 3C,Kaysee,K3,1,Potentilla pulcherrima,13,
7/25/19,Wash 3C,Kaysee,K3,1,Lathyrus leucanthus,3,
7/25/19,Wash 3C,Kaysee,K3,1,Collomia linearis,5,
7/25/19,Wash 3C,Kaysee,K3,2,Linum lewisii,4,
7/25/19,Wash 3C,Kaysee,K3,2,Helianthella quinquenervis,1,
7/25/19,Wash 3C,Kaysee,K3,2,Lathyrus leucanthus,1,
7/25/19,Wash 3C,Kaysee,K3,3,LInum lewisii,9,
7/25/19,Wash 3C,Kaysee,K3,3,Lathyrus leucanthus,1,
7/25/19,Wash 3C,Kaysee,K3,3,Thalictrum fendleri,1,
7/25/19,Wash 3C,Kaysee,K3,4,Linum lewisii,73,
7/25/19,Wash 3C,Kaysee,K3,4,Thalictrum fendleri,1,
7/25/19,Wash 3C,Kaysee,K3,4,Potentilla pulcherrima,7,
7/25/19,Wash 3C,Kaysee,K3,5,Linum lewisii,10,
7/25/19,Wash 3C,Kaysee,K3,5,Achillea millefolium,5,
7/25/19,Wash 3C,Kaysee,K3,5,Thalictrum fendleri,1,
7/25/19,Wash 3C,Kaysee,K3,5,Collomia linearis,22,
7/25/19,Wash 3C,Manipulated,M1,1,Linum lewisii,14,
7/25/19,Wash 3C,Manipulated,M1,1,Erigeron speciosus,2,
7/25/19,Wash 3C,Manipulated,M1,1,helianthella quinquenervis,1,
7/25/19,Wash 3C,Manipulated,M1,1,Potentilla pulcherrima,19,
7/25/19,Wash 3C,Manipulated,M1,2,Helianthella quinquenervis,1,
7/25/19,Wash 3C,Manipulated,M1,2,Erigeron speciosus,5,
7/25/19,Wash 3C,Manipulated,M1,2,Linum lewisii,3,
7/25/19,Wash 3C,Manipulated,M1,2,Potentilla pulcherrima,33,
7/25/19,Wash 3C,Manipulated,M1,3,Helianthella quinquenervis,3,
7/25/19,Wash 3C,Manipulated,M1,3,Ligusticum porteri,13,
7/25/19,Wash 3C,Manipulated,M1,3,Linum lewisii,2,
7/25/19,Wash 3C,Manipulated,M1,3,Potentilla pulcherrima,11,
7/25/19,Wash 3C,Manipulated,M1,3,Erigeron speciosus,1,
7/25/19,Wash 3C,Manipulated,M1,4,Helianthella quinquenervis,3,
7/25/19,Wash 3C,Manipulated,M1,4,Potentilla pulcherrima,7,
7/25/19,Wash 3C,Manipulated,M1,4,Linum lewisii,4,
7/25/19,Wash 3C,Manipulated,M1,5,Helianthella quinquenervis,2,
7/25/19,Wash 3C,Manipulated,M1,5,Senecio crassulus,2,
7/25/19,Wash 3C,Manipulated,M1,5,Potentilla pulcherrima,11,
7/25/19,Wash 3C,Manipulated,M1,5,Agoseris aurantiaca,1,
7/25/19,Wash 3C,Manipulated,M2,5,Helianthella quinquenervis,2,
7/25/19,Wash 3C,Manipulated,M2,5,Potentilla pulcherrima,15,
7/25/19,Wash 3C,Manipulated,M2,5,Linum lewisii,8,
7/25/19,Wash 3C,Manipulated,M2,5,Erigeron speciosus,3,
7/25/19,Wash 3C,Manipulated,M2,4,Potentilla pulcherrima,26,
7/25/19,Wash 3C,Manipulated,M2,4,Helianthella quinquenervis,12,
7/25/19,Wash 3C,Manipulated,M2,4,Linum lewisii,1,
7/25/19,Wash 3C,Manipulated,M2,4,Agoseris aurantiaca,2,
7/25/19,Wash 3C,Manipulated,M2,3,Erigeron speciosus,1,
7/25/19,Wash 3C,Manipulated,M2,3,Helianthella quinquenervis,2,
7/25/19,Wash 3C,Manipulated,M2,3,Taraxacum ceratophorum,2,"""other tarax"" see pic"
7/25/19,Wash 3C,Manipulated,M2,3,Senecio crassulus,1,
7/25/19,Wash 3C,Manipulated,M2,3,Potentilla pulcherrima,37,
7/25/19,Wash 3C,Manipulated,M2,3,Linum lewisii,13,
7/25/19,Wash 3C,Manipulated,M2,2,Helianthella quinquenervis,2,
7/25/19,Wash 3C,Manipulated,M2,2,Linum lewisii,21,
7/25/19,Wash 3C,Manipulated,M2,2,Erigeron speciosus,3,
7/25/19,Wash 3C,Manipulated,M2,2,Potentilla pulcherrima,4,
7/25/19,Wash 3C,Manipulated,M2,1,Potentilla pulcherrima,14,
7/25/19,Wash 3C,Manipulated,M2,1,Linum lewisii,16,
7/25/19,Wash 3C,Manipulated,M3,1,Senecio crassulus,17,
7/25/19,Wash 3C,Manipulated,M3,1,Ligusticum porteri,2,
7/25/19,Wash 3C,Manipulated,M3,1,Linum lewisii,9,
7/25/19,Wash 3C,Manipulated,M3,1,Erigeron speciosus,2,
7/25/19,Wash 3C,Manipulated,M3,1,Potentilla pulcherrima,26,
7/25/19,Wash 3C,Manipulated,M3,2,Potentilla pulcherrima,32,
7/25/19,Wash 3C,Manipulated,M3,2,Linum lewisii,10,
7/25/19,Wash 3C,Manipulated,M3,2,Erigeron speciosus,6,
7/25/19,Wash 3C,Manipulated,M3,2,Helianthella quinquenervis,1,
7/25/19,Wash 3C,Manipulated,M3,3,Linum lewisii,20,
7/25/19,Wash 3C,Manipulated,M3,3,Potentilla pulcherrima,32,
7/25/19,Wash 3C,Manipulated,M3,3,Erigeron speciosus,4,
7/25/19,Wash 3C,Manipulated,M3,3,Vicia americana,2,
7/25/19,Wash 3C,Manipulated,M3,4,Helianthella quinquenervis,2,
7/25/19,Wash 3C,Manipulated,M3,4,Potentilla pulcherrima,25,
7/25/19,Wash 3C,Manipulated,M3,4,Erigeron speciosus,3,
7/25/19,Wash 3C,Manipulated,M3,4,Linum lewisii,1,
7/25/19,Wash 3C,Manipulated,M3,5,helianthella quinquenervis,2,
7/25/19,Wash 3C,Manipulated,M3,5,Potentilla pulcherrima,53,
7/25/19,Wash 3C,Manipulated,M3,5,Senecio crassulus,2,
7/25/19,Wash 3C,Control,C1,1,Helianthella quinquenervis,1,
7/25/19,Wash 3C,Control,C1,1,Vicia americana,6,
7/25/19,Wash 3C,Control,C1,1,Lathyrus leucanthus,2,
7/25/19,Wash 3C,Control,C1,1,Potentilla pulcherrima,3,
7/25/19,Wash 3C,Control,C1,1,Collomia linearis,10,
7/25/19,Wash 3C,Control,C1,2,Helianthella quinquenervis,1,
7/25/19,Wash 3C,Control,C1,2,Lathyrus leucanthus,4,
7/25/19,Wash 3C,Control,C1,2,Potentilla pulcherrima,8,
7/25/19,Wash 3C,Control,C1,2,Collomia linearis,13,
7/25/19,Wash 3C,Control,C1,3,Helianthella quinquenervis,3,
7/25/19,Wash 3C,Control,C1,3,Potentilla pulcherrima,40,
7/25/19,Wash 3C,Control,C1,3,Linum lewisii,10,
7/25/19,Wash 3C,Control,C1,3,Lathyrus leucanthus,5,
7/25/19,Wash 3C,Control,C1,3,Collomia linearis,8,
7/25/19,Wash 3C,Control,C1,4,Potentilla pulcherrima,8,
7/25/19,Wash 3C,Control,C1,4,Collomia linearis,40,
7/25/19,Wash 3C,Control,C1,5,Thalictrum fendleri,17,
7/25/19,Wash 3C,Control,C1,5,Collomia linearis,84,
7/25/19,Wash 3C,Control,C1,5,Lathyrus leucanthus,3,
7/25/19,Wash 3C,Control,C2,5,Helianthella quinquenervis,3,
7/25/19,Wash 3C,Control,C2,5,Linum lewisii,24,
7/25/19,Wash 3C,Control,C2,5,Collomia linearis,10,
7/25/19,Wash 3C,Control,C2,5,Potentilla pulcherrima,27,
7/25/19,Wash 3C,Control,C2,5,Lathyrus leucanthus,1,
7/25/19,Wash 3C,Control,C2,5,Thalictrum fendleri,3,
7/25/19,Wash 3C,Control,C2,4,Lathyrus leucanthus,1,
7/25/19,Wash 3C,Control,C2,4,Linum lewisii,4,
7/25/19,Wash 3C,Control,C2,4,Collomia linearis,18,
7/25/19,Wash 3C,Control,C2,3,Ligusticum porteri,4,
7/25/19,Wash 3C,Control,C2,3,Potentilla pulcherrima,13,
7/25/19,Wash 3C,Control,C2,3,Vicia americana,4,
7/25/19,Wash 3C,Control,C2,3,Collomia linearis,10,
7/25/19,Wash 3C,Control,C2,3,Lathyrus leucanthus,3,
7/25/19,Wash 3C,Control,C2,3,Linum lewisii,9,
7/25/19,Wash 3C,Control,C2,2,Linum lewisii,41,
7/25/19,Wash 3C,Control,C2,2,Potentilla pulcherrima,19,
7/25/19,Wash 3C,Control,C2,2,Collomia linearis,31,
7/25/19,Wash 3C,Control,C2,2,Vicia americana,10,
7/25/19,Wash 3C,Control,C2,2,Lathyrus leucanthus,2,
7/25/19,Wash 3C,Control,C2,1,Potentilla pulcherrima,42,
7/25/19,Wash 3C,Control,C2,1,Ligusticum porteri,1,
7/25/19,Wash 3C,Control,C2,1,Vicia americana,5,
7/25/19,Wash 3C,Control,C2,1,Lathyrus leucanthus,1,
7/25/19,Wash 3C,Control,C2,1,Thalictrum fendleri,3,
7/25/19,Wash 3C,Control,C3,1,Potentilla pulcherrima,26,
7/25/19,Wash 3C,Control,C3,1,Linum lewisii,8,
7/25/19,Wash 3C,Control,C3,1,Helianthella quinquenervis,2,
7/25/19,Wash 3C,Control,C3,1,Vicia americana,3,
7/25/19,Wash 3C,Control,C3,1,Lathyrus leucanthus,2,
7/25/19,Wash 3C,Control,C3,1,Collomia linearis,8,
7/25/19,Wash 3C,Control,C3,2,Vicia americana,12,
7/25/19,Wash 3C,Control,C3,2,Collomia linearis,28,
7/25/19,Wash 3C,Control,C3,2,Lathyrus leucanthus,1,
7/25/19,Wash 3C,Control,C3,2,Potentilla pulcherrima,1,
7/25/19,Wash 3C,Control,C3,3,Vicia americana,5,
7/25/19,Wash 3C,Control,C3,3,Collomia linearis,128,
7/25/19,Wash 3C,Control,C3,3,Potentilla pulcherrima,14,
7/25/19,Wash 3C,Control,C3,3,Lathyrus leucanthus,9,
7/25/19,Wash 3C,Control,C3,3,Androsace septentrionalis,1,
7/25/19,Wash 3C,Control,C3,4,Potentilla pulcherrima,13,
7/25/19,Wash 3C,Control,C3,4,Vicia americana,3,
7/25/19,Wash 3C,Control,C3,4,Linum lewisii,3,
7/25/19,Wash 3C,Control,C3,4,Collomia linearis,56,
7/25/19,Wash 3C,Control,C3,4,Helianthella quinquenervis,1,
7/25/19,Wash 3C,Control,C3,5,Linum lewisii,7,
7/25/19,Wash 3C,Control,C3,5,Potentilla pulcherrima,44,
7/25/19,Wash 3C,Control,C3,5,Helianthella quinquenervis,1,
7/25/19,Wash 3C,Control,C3,5,Lathyrus leucanthus,7,
7/25/19,Meridian,Manipulated,M1,1,Potentilla pulcherrima,3,
7/25/19,Meridian,Manipulated,M1,1,Campanula rotundifolia,1,
7/25/19,Meridian,Manipulated,M1,1,Arenaria congesta,219,
7/25/19,Meridian,Manipulated,M1,2,Erigeron speciosus,1,
7/25/19,Meridian,Manipulated,M1,2,Arenaria congesta,154,
7/25/19,Meridian,Manipulated,M1,2,Potentilla pulcherrima,12,
7/25/19,Meridian,Manipulated,M1,2,Heuchera parviflora,1,
7/25/19,Meridian,Manipulated,M1,3,Arenaria congesta,127,
7/25/19,Meridian,Manipulated,M1,3,Potentilla pulcherrima,11,
7/25/19,Meridian,Manipulated,M1,3,Linum lewisii,2,
7/25/19,Meridian,Manipulated,M1,3,Antennaria rosea,2,
7/25/19,Meridian,Manipulated,M1,3,Heuchera parviflora,8,
7/25/19,Meridian,Manipulated,M1,4,Potentilla pulcherrima,39,
7/25/19,Meridian,Manipulated,M1,4,Heuchera parviflora,8,
7/25/19,Meridian,Manipulated,M1,4,Potentilla fruticosa,8,
7/25/19,Meridian,Manipulated,M1,4,Arenaria congesta,151,
7/25/19,Meridian,Manipulated,M1,4,Vicia americana,1,
7/25/19,Meridian,Manipulated,M1,4,Eriogonum umbellatum var. majus,3,"Buckwheat/""creamy"" Erigonum"
7/25/19,Meridian,Manipulated,M1,5,Arenaria congesta,130,
7/25/19,Meridian,Manipulated,M1,5,Lathyrus leucanthus,1,
7/25/19,Meridian,Manipulated,M1,5,Linum lewisii,4,
7/25/19,Meridian,Manipulated,M1,5,Achillea millefolium,3,
7/25/19,Meridian,Manipulated,M1,5,Heuchera parviflora,4,
7/25/19,Meridian,Manipulated,M1,5,Potentilla pulcherrima,46,
7/25/19,Meridian,Manipulated,M1,5,Vicia americana,5,
7/25/19,Meridian,Manipulated,M1,5,Collomia linearis,2,
7/25/19,Meridian,Manipulated,M2,5,Potentilla pulcherrima,39,
7/25/19,Meridian,Manipulated,M2,5,Arenaria congesta,171,
7/25/19,Meridian,Manipulated,M2,5,Achillea millefolium,1,
7/25/19,Meridian,Manipulated,M2,4,Lathyrus leucanthus,2,
7/25/19,Meridian,Manipulated,M2,4,Potentilla pulcherrima,37,
7/25/19,Meridian,Manipulated,M2,4,Arenaria congesta,159,
7/25/19,Meridian,Manipulated,M2,4,Vicia americana,6,
7/25/19,Meridian,Manipulated,M2,4,Heuchera parviflora,9,
7/25/19,Meridian,Manipulated,M2,4,Erigeron speciosus,2,
7/25/19,Meridian,Manipulated,M2,5,Eriogonum umbellatum var. majus,1,"Buckwheat/""creamy"" Erigonum"
7/25/19,Meridian,Manipulated,M2,3,Arenaria congesta,14,
7/25/19,Meridian,Manipulated,M2,3,Eriogonum umbellatum var. majus,9,"Buckwheat/""creamy"" Erigonum"
7/25/19,Meridian,Manipulated,M2,3,Heuchera parviflora,13,
7/25/19,Meridian,Manipulated,M2,3,Vicia americana,7,
7/25/19,Meridian,Manipulated,M2,3,Linum lewisii,4,
7/25/19,Meridian,Manipulated,M2,3,Potentilla pulcherrima,24,
7/25/19,Meridian,Manipulated,M2,2,Erigeron speciosus,4,
7/25/19,Meridian,Manipulated,M2,2,Linum lewisii,1,
7/25/19,Meridian,Manipulated,M2,2,Potentilla pulcherrima,13,
7/25/19,Meridian,Manipulated,M2,1,Erigeron speciosus,3,
7/25/19,Meridian,Manipulated,M2,1,Potentilla pulcherrima,22,
7/25/19,Meridian,Manipulated,M2,1,Arenaria congesta,132,
7/25/19,Meridian,Manipulated,M2,2,Arenaria congesta,208,
7/25/19,Meridian,Manipulated,M3,1,Arenaria congesta,158,
7/25/19,Meridian,Manipulated,M3,1,Potentilla pulcherrima,11,
7/25/19,Meridian,Manipulated,M3,1,Vicia americana,10,
7/25/19,Meridian,Manipulated,M3,1,Linum lewisii,1,
7/25/19,Meridian,Manipulated,M3,1,Heuchera parviflora,2,
7/25/19,Meridian,Manipulated,M3,2,Potentilla pulcherrima,7,
7/25/19,Meridian,Manipulated,M3,2,Pseudocymopterus montanus,1,
7/25/19,Meridian,Manipulated,M3,2,Linum lewisii,1,
7/25/19,Meridian,Manipulated,M3,2,Heuchera parviflora,1,
7/25/19,Meridian,Manipulated,M3,3,Hymenoxys hoopesii,1,
7/25/19,Meridian,Manipulated,M3,3,Erigeron speciosus,13,
7/25/19,Meridian,Manipulated,M3,3,Arenaria congesta,226,
7/25/19,Meridian,Manipulated,M3,3,Potentilla pulcherrima,17,
7/25/19,Meridian,Manipulated,M3,4,Potentilla pulcherrima,14,
7/25/19,Meridian,Manipulated,M3,3,Linum lewisii,2,
7/25/19,Meridian,Manipulated,M3,3,Achillea millefolium,4,
7/25/19,Meridian,Manipulated,M3,4,Arenaria congesta,77,
7/25/19,Meridian,Manipulated,M3,4,Vicia americana,1,
7/25/19,Meridian,Manipulated,M3,5,Potentilla pulcherrima,110,
7/25/19,Meridian,Manipulated,M3,5,Achillea millefolium,6,
7/25/19,Meridian,Manipulated,M3,5,Arenaria congesta,2,
7/25/19,Meridian,Manipulated,M3,4,Vicia americana,3,
7/25/19,Meridian,Manipulated,M3,2,Arenaria congesta,242,
7/25/19,Meridian,Control,C1,1,Potentilla pulcherrima,11,
7/25/19,Meridian,Control,C1,1,Arenaria congesta,21,
7/25/19,Meridian,Control,C1,1,Achillea millefolium,5,
7/25/19,Meridian,Control,C1,1,Collomia linearis,11,
7/25/19,Meridian,Control,C1,2,Potentilla pulcherrima,7,
7/25/19,Meridian,Control,C1,2,Pseudocymopterus montanus,2,
7/25/19,Meridian,Control,C1,2,Potentilla fruticosa,2,
7/25/19,Meridian,Control,C1,2,Arenaria congesta,16,
7/25/19,Meridian,Control,C1,2,Eriogonum umbellatum var. majus,2,"Buckwheat/""creamy"" Erigonum"
7/25/19,Meridian,Control,C1,2,Collomia linearis,3,
7/25/19,Meridian,Control,C1,3,Potentilla fruticosa,124,
7/25/19,Meridian,Control,C1,3,Vicia americana,11,
7/25/19,Meridian,Control,C1,3,Arenaria congesta,63,
7/25/19,Meridian,Control,C1,3,Eriogonum umbellatum var. majus,7,"Buckwheat/""creamy"" Erigonum"
7/25/19,Meridian,Control,C1,3,Potentilla pulcherrima,11,
7/25/19,Meridian,Control,C1,3,Collomia linearis,6,
7/25/19,Meridian,Control,C1,3,Heuchera parviflora,7,
7/25/19,Meridian,Control,C1,3,,1,Chickweed/tiny daisy
7/25/19,Meridian,Control,C1,4,Pseudocymopterus montanus,16,
7/25/19,Meridian,Control,C1,4,Arenaria congesta,109,
7/25/19,Meridian,Control,C1,4,Vicia americana,7,
7/25/19,Meridian,Control,C1,4,Solidago multiradiata,1,
7/25/19,Meridian,Control,C1,4,Linum lewisii,4,
7/25/19,Meridian,Control,C1,4,Potentilla pulcherrima,6,
7/25/19,Meridian,Control,C1,4,Antennaria parviflora,1,white Antennaria
7/25/19,Meridian,Control,C1,5,Arenaria congesta,57,
7/25/19,Meridian,Control,C1,5,Heuchera parviflora,17,
7/25/19,Meridian,Control,C1,5,Linum lewisii,3,
7/25/19,Meridian,Control,C1,5,Potentilla pulcherrima,2,
7/25/19,Meridian,Control,C1,5,Vicia americana,1,
7/25/19,Meridian,Control,C1,5,Antennaria parviflora,5,
7/25/19,Meridian,Control,C2,5,Vicia americana,4,
7/25/19,Meridian,Control,C2,5,Arenaria congesta,81,
7/25/19,Meridian,Control,C2,5,Potentilla pulcherrima,13,
7/25/19,Meridian,Control,C2,5,Solidago multiradiata,8,
7/25/19,Meridian,Control,C2,4,Ipomopsis aggregata,2,
7/25/19,Meridian,Control,C2,4,Solidago multiradiata,10,
7/25/19,Meridian,Control,C2,4,Heuchera parviflora,23,
7/25/19,Meridian,Control,C2,4,Arenaria congesta,77,
7/25/19,Meridian,Control,C2,4,Linum lewisii,3,
7/25/19,Meridian,Control,C2,4,Potentilla pulcherrima,5,
7/25/19,Meridian,Control,C2,4,Hymenoxys hoopesii,2,
7/25/19,Meridian,Control,C2,3,Potentilla pulcherrima,17,
7/25/19,Meridian,Control,C2,3,Arenaria congesta,45,
7/25/19,Meridian,Control,C2,3,Collomia linearis,2,
7/25/19,Meridian,Control,C2,2,Potentilla pulcherrima,12,
7/25/19,Meridian,Control,C2,2,Potentilla fruticosa,28,
7/25/19,Meridian,Control,C2,2,Arenaria congesta,21,
7/25/19,Meridian,Control,C2,2,Achillea millefolium,1,
7/25/19,Meridian,Control,C2,2,Heuchera parviflora,8,
7/25/19,Meridian,Control,C2,2,Collomia linearis,3,
7/25/19,Meridian,Control,C2,1,Potentilla pulcherrima,8,
7/25/19,Meridian,Control,C2,1,Eriogonum umbellatum var. majus,6,
7/25/19,Meridian,Control,C2,1,Arenaria congesta,52,
7/25/19,Meridian,Control,C2,1,Heuchera parviflora,1,
7/25/19,Meridian,Control,C2,1,Vicia americana,7,
7/25/19,Meridian,Control,C2,1,Collomia linearis,2,
7/25/19,Meridian,Control,C3,1,Vicia americana,9,
7/25/19,Meridian,Control,C3,1,Potentilla pulcherrima,17,
7/25/19,Meridian,Control,C3,1,Arenaria congesta,61,
7/25/19,Meridian,Control,C3,1,Heuchera parviflora,12,
7/25/19,Meridian,Control,C3,1,Collomia linearis,3,
7/25/19,Meridian,Control,C3,1,Valeriana edulis,6,
7/25/19,Meridian,Control,C3,2,Linum lewisii,9,
7/25/19,Meridian,Control,C3,2,Potentilla pulcherrima,23,
7/25/19,Meridian,Control,C3,2,Arenaria congesta,13,
7/25/19,Meridian,Control,C3,2,Heuchera parviflora,9,
7/25/19,Meridian,Control,C3,3,Arenaria congesta,33,
7/25/19,Meridian,Control,C3,3,Potentilla pulcherrima,23,
7/25/19,Meridian,Control,C3,3,Valeriana edulis,8,
7/25/19,Meridian,Control,C3,3,Heuchera parviflora,7,
7/25/19,Meridian,Control,C3,3,Eriogonum umbellatum var. majus,4,
7/25/19,Meridian,Control,C3,3,Antennaria parviflora,2,
7/25/19,Meridian,Control,C3,4,Potentilla pulcherrima,21,
7/25/19,Meridian,Control,C3,4,Ipomopsis aggregata,16,
7/25/19,Meridian,Control,C3,4,Heuchera parviflora,11,
7/25/19,Meridian,Control,C3,4,Arenaria congesta,171,
7/25/19,Meridian,Control,C3,4,Linum lewisii,1,
7/25/19,Meridian,Control,C3,5,Arenaria congesta,135,
7/25/19,Meridian,Control,C3,5,Vicia americana,6,
7/25/19,Meridian,Control,C3,5,Potentilla pulcherrima,8,
7/25/19,Meridian,Control,C3,5,Linum lewisii,3,
7/25/19,Meridian,Control,C3,5,Heuchera parviflora,8,
7/25/19,Pfeiler,Control,C1,1,Ligusticum porteri,1,
7/25/19,Pfeiler,Control,C1,1,Ipomopsis aggregata,1,
7/25/19,Pfeiler,Control,C1,1,Potentilla pulcherrima,19,
7/25/19,Pfeiler,Control,C1,1,Linum lewisii,1,
7/25/19,Pfeiler,Control,C1,1,Senecio crassulus,3,
7/25/19,Pfeiler,Control,C1,1,Castilleja sulphurea,3,
7/25/19,Pfeiler,Control,C1,1,Lathyrus leucanthus,1,
7/25/19,Pfeiler,Control,C1,2,Potentilla pulcherrima,7,
7/25/19,Pfeiler,Control,C1,2,Linum lewisii,19,
7/25/19,Pfeiler,Control,C1,2,Ipomopsis aggregata,1,
7/25/19,Pfeiler,Control,C1,2,Senecio crassulus,12,
7/25/19,Pfeiler,Control,C1,2,Lathyrus leucanthus,5,
7/25/19,Pfeiler,Control,C1,3,Helianthella quinquenervis,1,
7/25/19,Pfeiler,Control,C1,3,Senecio crassulus,5,
7/25/19,Pfeiler,Control,C1,3,Potentilla pulcherrima,8,
